age_0,age_1,sex_0,hours_per_week_0,education_cat_0,education_cat_1,workclass_cat_0,workclass_cat_1,workclass_cat_2,workclass_cat_3,workclass_cat_4,workclass_cat_5,marital_status_cat_0,occupation_cat_0,occupation_cat_1,occupation_cat_2,race_White_0,income_0
1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0
1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1
0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1
1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1
0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0
0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1
0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1
0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1
1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1
1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1
0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1
0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1
0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0
0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1
1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1
0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0
1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1
1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1
1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1
1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1
0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0
1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0
1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0
1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0
1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1
0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1
1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1
1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1
1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1
1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1
1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1
1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0
1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0
1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1
1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1
1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0
0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1
0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1
1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0
1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1
1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1
0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1
0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1
1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0
1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0
1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1
0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1
1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1
0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0
0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1
1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0
1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1
0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1
1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1
0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1
1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1
0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1
0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1
1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1
1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1
1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1
0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1
1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0
1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0
1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1
0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1
1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1
1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1
1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1
1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1
1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1
1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1
1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1
1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0
1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1
0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0
1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1
1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1
1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0
1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1
1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1
1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1
1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0
1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0
1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1
1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1
0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1
0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1
0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1
0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1
1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0
1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1
1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1
0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1
1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1
0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1
1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1
1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1
1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0
0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1
0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1
1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1
1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0
1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1
0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1
1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0
0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0
1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0
0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1
1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1
0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1
1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0
1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1
0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0
0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1
0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1
0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1
0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1
0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1
1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0
0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1
1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1
1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1
1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1
1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1
1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1
1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1
1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1
1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0
1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1
1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1
1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1
0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1
1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0
1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1
0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1
0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1
1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1
1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1
1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0
0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1
0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1
1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1
1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1
1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1
1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1
1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1
1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1
1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1
1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1
0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0
0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1
1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1
1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1
1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0
1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1
0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1
1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0
1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1
1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0
1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1
0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1
0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1
0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1
0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1
1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1
1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0
1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1
1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1
1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0
1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1
1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1
0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1
0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1
1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1
1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1
1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1
1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1
1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0
1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0
1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1
1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1
1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1
0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1
1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1
1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1
1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1
0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1
1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1
1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0
0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1
0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1
1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1
0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1
0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1
1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0
1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0
1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1
0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1
0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0
1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0
0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1
0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1
1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1
0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1
1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1
0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1
1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1
1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1
